m/z	id	match_form	mz_difference	name	pathway
134.046	C00049	M+H[1+]	0.0012	L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid	Purine metabolism$Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Arginine and Proline Metabolism$Aspartate and asparagine metabolism$Nitrogen metabolism$Urea cycle/amino group metabolism$Beta-Alanine metabolism$Carbon fixation$Alanine and Aspartate Metabolism
134.046	C00402	M+H[1+]	0.0012	D-Aspartate; D-Aspartic acid	Alanine and Aspartate Metabolism$Aspartate and asparagine metabolism
134.0696	C00388	M+Na[1+]	0.0007	1H-Imidazole-4-ethanamine; Histamine; 2-(4-Imidazolyl)ethylamine	Histidine metabolism
134.0957	CE1395	M+H[1+]	-0.0007		Tryptophan metabolism
134.0958	CE1395	M+H[1+]	-0.0006		Tryptophan metabolism
135.0023	C00129	M+H+Na[2+]	0.0011	Isopentenyl diphosphate; delta3-Isopentenyl diphosphate; delta3-Methyl-3-butenyl diphosphate	Squalene and cholesterol biosynthesis$N-Glycan biosynthesis
135.0023	C00235	M+H+Na[2+]	0.0011	Dimethylallyl diphosphate; Prenyl diphosphate; 2-Isopentenyl diphosphate; delta2-Isopentenyl diphosphate; delta-Prenyl diphosphate; DMAPP	Squalene and cholesterol biosynthesis
135.0449	C00900	M(S34)+H[1+]	-0.0005	2-Acetolactate	Glycolysis and Gluconeogenesis
135.0449	C06010	M(S34)+H[1+]	-0.0005	(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate	Butanoate metabolism
135.0561	C00152	M(S34)+H[1+]	-0.0005	L-Asparagine; 2-Aminosuccinamic acid	Alanine and Aspartate Metabolism$Nitrogen metabolism$Aspartate and asparagine metabolism
135.0561	C00212	M(C13)+2H[2+]	-0.0013	Adenosine	Methionine and cysteine metabolism$Selenoamino acid metabolism$Purine metabolism
135.0561	C00330	M(C13)+2H[2+]	-0.0013	Deoxyguanosine; 2'-Deoxyguanosine	Purine metabolism
135.0561	C02642	M(S34)+H[1+]	-0.0005	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine	Pyrimidine metabolism
135.0567	C00152	M(Cl37)+H[1+]	-0.0013	L-Asparagine; 2-Aminosuccinamic acid	Alanine and Aspartate Metabolism$Nitrogen metabolism$Aspartate and asparagine metabolism
135.0567	C00152	M(S34)+H[1+]	0.0001	L-Asparagine; 2-Aminosuccinamic acid	Alanine and Aspartate Metabolism$Nitrogen metabolism$Aspartate and asparagine metabolism
135.0567	C00212	M(C13)+2H[2+]	-0.0007	Adenosine	Methionine and cysteine metabolism$Selenoamino acid metabolism$Purine metabolism
135.0567	C00330	M(C13)+2H[2+]	-0.0007	Deoxyguanosine; 2'-Deoxyguanosine	Purine metabolism
135.0567	C02642	M(Cl37)+H[1+]	-0.0013	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine	Pyrimidine metabolism
135.0567	C02642	M(S34)+H[1+]	0.0001	3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine	Pyrimidine metabolism
135.0661	C01801	M+H[1+]	0.0009	Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose	Pyrimidine metabolism$Pentose phosphate pathway
135.0661	C05649	M+H[1+]	-0.0004	Dihydropteridine; 6,7-Dihydropteridine	
135.0661	CE0520	M+H[1+]	0.0009	(R)-glycerol 1-acetate	Glycerophospholipid metabolism
135.0919	C00077	M(S34)+H[1+]	-0.0011	L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate	Glycine, serine, alanine and threonine metabolism$Aspartate and asparagine metabolism
135.0919	C00515	M(S34)+H[1+]	-0.0011	D-Ornithine	
135.0919	C01602	M(S34)+H[1+]	-0.0011	Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate	Urea cycle/amino group metabolism
135.0919	C03943	M(S34)+H[1+]	-0.0011	(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate	
135.925	C00320	M+Na[1+]	-0.001	Thiosulfate; Hyposulfite	Methionine and cysteine metabolism
136.0381	C00262	M[1+]	-0.0004	Hypoxanthine; Purine-6-ol	Purine metabolism
136.0381	C01620	M[1+]	0.0009		Ascorbate (Vitamin C) and Aldarate Metabolism
136.0381	C03564	M+Na[1+]	0.0011	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate	Arginine and Proline Metabolism
136.0381	C03912	M+Na[1+]	0.0011	(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate	Arginine and Proline Metabolism$Urea cycle/amino group metabolism$Glutamate metabolism
136.0613	C00147	M+H[1+]	-0.0005	Adenine; 6-Aminopurine	Arginine and Proline Metabolism$Purine metabolism
136.0623	C00147	M+H[1+]	0.0005	Adenine; 6-Aminopurine	Arginine and Proline Metabolism$Purine metabolism
136.0741	C05650	M[1+]	-0.0008	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine	Glycerophospholipid metabolism
136.1043	C00370	M+H+Na[2+]	-0.001	Sterol	Glycerophospholipid metabolism$C21-steroid hormone biosynthesis and metabolism
137.0243	C00149	M(S34)+H[1+]	-0.0003	(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid	Pyruvate Metabolism$Glycolysis and Gluconeogenesis$TCA cycle
137.0304	C00669	M+H+Na[2+]	0.001	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine	Glutathione Metabolism$Aspartate and asparagine metabolism$Glutamate metabolism
137.0704	1mncam	M[1+]	-0.0011	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
137.0704	C02918	M[1+]	-0.0011	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
137.0705	1mncam	M[1+]	-0.001	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
137.0705	C02918	M[1+]	-0.001	1-Methylnicotinamide	Vitamin B3 (nicotinate and nicotinamide) metabolism
137.0954	C00951	M+2H[2+]	-0.0007	Estradiol-17beta; beta-Estradiol; Estradiol	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
137.1147	C00619	M+2H[2+]	0.0004	3-Oxo-delta4-steroid	
137.1147	C01034	M+2H[2+]	0.0004	3-Oxo-delta5-steroid	
137.1318	C00521	M+H[1+]	-0.0007	(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene	
137.1318	C06078	M+H[1+]	-0.0007		Limonene and pinene degradation
137.1318	C06099	M+H[1+]	-0.0007	(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene	
137.1318	C06306	M+H[1+]	-0.0007		Limonene and pinene degradation
139.0277	C00870	M[1+]	0.0008	4-Nitrophenol; p-Nitrophenol; PNP; Niphen; 4-Hydroxynitrobenzene	Xenobiotics metabolism$Parathio degradation
139.0277	C05844	M+H+Na[2+]	0.0008	5-L-Glutamyl-taurine; 5-Glutamyl-taurine	Methionine and cysteine metabolism
139.0278	C00870	M[1+]	0.0009	4-Nitrophenol; p-Nitrophenol; PNP; Niphen; 4-Hydroxynitrobenzene	Xenobiotics metabolism$Parathio degradation
139.0278	C05844	M+H+Na[2+]	0.0009	5-L-Glutamyl-taurine; 5-Glutamyl-taurine	Methionine and cysteine metabolism
139.0688	C07054	M(C13)+H[1+]	-0.0008	Isoniazid	Drug metabolism - other enzymes
139.111	C16300	M+2H[2+]	-0.0007	Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid	Omega-3 fatty acid metabolism
139.1113	C16300	M+2H[2+]	-0.0004	Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid	Omega-3 fatty acid metabolism
139.9873	C00227	M[1+]	-0.0002	Acetyl phosphate	Glycolysis and Gluconeogenesis
140.0316	C00441	M+Na[1+]	-0.0003	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde	
140.0316	C01659	M+HCOONa[1+]	-0.0002	Acrylamide; 2-Propenamide	
140.0316	C03214	M+Na[1+]	-0.0003	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate	
140.0316	C03508	M+Na[1+]	-0.0003	L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid	Glycine, serine, alanine and threonine metabolism
140.0336	C00870	M+H[1+]	-0.0006	4-Nitrophenol; p-Nitrophenol; PNP; Niphen; 4-Hydroxynitrobenzene	Xenobiotics metabolism$Parathio degradation
140.0436	C00156	M(C13)+H[1+]	0.0012	4-Hydroxybenzoate; Hydroxybenzoic acid; 4-Hydroxybenzoic acid; Hydroxybenzenecarboxylic acid	Ubiquinone Biosynthesis
140.0436	C00581	M+Na[1+]	0.0005	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid	Glycine, serine, alanine and threonine metabolism
140.0436	C05585	M(C13)+H[1+]	0.0012	Gentisate aldehyde	
140.0436	gudac	M+Na[1+]	0.0005	Guanidinoacetate	Urea cycle/amino group metabolism
140.0557	C04441	M+H+Na[2+]	-0.0012	Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine; 2-(3-Carboxy-3-aminopropyl)-L-histidine; EF-2 2-(3-carboxy-3-aminopropyl)-L-histidine; Elongation factor 2 2-(3-carboxy-3-aminopropyl)-L-histidine	Urea cycle/amino group metabolism
140.9953	C00109	M+K[1+]	0.0008	2-Oxobutanoate; 2-Ketobutyric acid; 2-Oxobutyric acid; 2-Oxobutyrate; 2-Oxobutanoic acid; alpha-Ketobutyric acid; alpha-Ketobutyrate	Methionine and cysteine metabolism$Propanoate metabolism$Glycine, serine, alanine and threonine metabolism$Aspartate and asparagine metabolism$Butanoate metabolism$Selenoamino acid metabolism
140.9953	C00164	M+K[1+]	0.0008	Acetoacetate; 3-Oxobutanoic acid; beta-Ketobutyric acid; Acetoacetic acid	Squalene and cholesterol biosynthesis$Valine, leucine and isoleucine degradation$Butanoate metabolism$Tyrosine metabolism$Propanoate metabolism
140.9953	C00227	M+H[1+]	0.0005	Acetyl phosphate	Glycolysis and Gluconeogenesis
140.9953	C00232	M+K[1+]	0.0008	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate	Butanoate metabolism$Aspartate and asparagine metabolism$Glutamate metabolism
140.9953	C00349	M+K[1+]	0.0008	2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde	Pyrimidine metabolism$Valine, leucine and isoleucine degradation
140.9953	C06002	M+K[1+]	0.0008	(S)-Methylmalonate semialdehyde	Valine, leucine and isoleucine degradation$Propanoate metabolism
141.006	C01236	M+H+Na[2+]	0.0007	D-Glucono-1,5-lactone 6-phosphate; 6-Phospho-D-glucono-1,5-lactone	Pentose phosphate pathway
141.006	C06893	M+H+Na[2+]	0.0007	2-Deoxy-5-keto-D-gluconic acid 6-phosphate; DKHP	Glycerophospholipid metabolism
141.006	CE3074	M+H+Na[2+]	0.0007	fructose 3-phosphate	Fructose and mannose metabolism
141.006	tag1p-D	M+H+Na[2+]	0.0007	D-Tagatose 1-phosphate	Galactose metabolism
141.1269	C01595	M+2H[2+]	-0.0005	Linoleate; Linoleic acid; (9Z,12Z)-Octadecadienoic acid; 9-cis,12-cis-Octadecadienoate; 9-cis,12-cis-Octadecadienoic acid	Fatty Acid Metabolism$Di-unsaturated fatty acid beta-oxidation$Glycerophospholipid metabolism$Linoleate metabolism$Fatty acid activation$De novo fatty acid biosynthesis
142.0312	C00870	M(Cl37)+H[1+]	-0.0002	4-Nitrophenol; p-Nitrophenol; PNP; Niphen; 4-Hydroxynitrobenzene	Xenobiotics metabolism$Parathio degradation
142.0312	C00870	M(S34)+H[1+]	0.0012	4-Nitrophenol; p-Nitrophenol; PNP; Niphen; 4-Hydroxynitrobenzene	Xenobiotics metabolism$Parathio degradation
142.0494	C03824	M+H[1+]	-0.0005	2-Aminomuconate semialdehyde; 2-Aminomuconate 6-semialdehyde	Tryptophan metabolism
142.0501	C03824	M+H[1+]	0.0002	2-Aminomuconate semialdehyde; 2-Aminomuconate 6-semialdehyde	Tryptophan metabolism
142.9761	C00957	M+Na[1+]	-0.0013	Mercaptopyruvate; 3-Mercaptopyruvate	Methionine and cysteine metabolism
142.9905	C00227	M(S34)+H[1+]	-0.0001	Acetyl phosphate	Glycolysis and Gluconeogenesis
142.9906	C00227	M(Cl37)+H[1+]	-0.0014	Acetyl phosphate	Glycolysis and Gluconeogenesis
142.9906	C00227	M(S34)+H[1+]	0.0	Acetyl phosphate	Glycolysis and Gluconeogenesis
143.0332	C15587	M+Na[1+]	0.0003	Purine	
143.0332	CE5068	M+H[1+]	-0.0007	2-methylglutaconic acid	Valine, leucine and isoleucine degradation
143.0717	C00114	M+K[1+]	0.0014	Choline; Bilineurine	Glycine, serine, alanine and threonine metabolism$Glycerophospholipid metabolism
144.0475	C03824	M(Cl37)+H[1+]	0.0004	2-Aminomuconate semialdehyde; 2-Aminomuconate 6-semialdehyde	Tryptophan metabolism
144.0564	C11713	M[1+]	-0.0011	beta-Naphthol; 2-Naphthol	Xenobiotics metabolism
144.0564	C11714	M[1+]	-0.0011		Xenobiotics metabolism
144.0564	C14786	M[1+]	-0.0011	(1R,2S)-Naphthalene 1,2-oxide; (1R,2S)-Naphthalene epoxide	Xenobiotics metabolism
144.0564	C14787	M[1+]	-0.0011	(1S,2R)-Naphthalene 1,2-oxide; (1S,2R)-Naphthalene epoxide	Xenobiotics metabolism
144.0564	C14852	M+2H[2+]	-0.0006	Benzo[a]pyrene-7,8-diol; Benzo[a]pyrene-7,8-dihydrodiol	Xenobiotics metabolism
145.0641	C11713	M+H[1+]	-0.0007	beta-Naphthol; 2-Naphthol	Xenobiotics metabolism
145.0641	C11714	M+H[1+]	-0.0007		Xenobiotics metabolism
145.0641	C14786	M+H[1+]	-0.0007	(1R,2S)-Naphthalene 1,2-oxide; (1R,2S)-Naphthalene epoxide	Xenobiotics metabolism
145.0641	C14787	M+H[1+]	-0.0007	(1S,2R)-Naphthalene 1,2-oxide; (1S,2R)-Naphthalene epoxide	Xenobiotics metabolism
145.0681	C06350	M(C13)+2H[2+]	0.0012		Tyrosine metabolism
145.0753	C02946	M[1+]	0.0014	4-Acetamidobutanoate; N4-Acetylaminobutanoate	Arginine and Proline Metabolism$Urea cycle/amino group metabolism$Aspartate and asparagine metabolism
145.0753	C03239	M[1+]	0.0014	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate	Lysine metabolism
145.0753	C04076	M[1+]	0.0014	L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	Lysine metabolism
145.1216	C06423	M+H[1+]	-0.0007	Octanoic acid; Caprylic acid; Octylic acid	Fatty acid activation
146.0262	C00281	M+2H[2+]	-0.0012	Sedoheptulose 7-phosphate; altro-Heptulose 7-phosphate	Pentose phosphate pathway
146.0262	C01817	M+H+Na[2+]	0.0004		Methionine and cysteine metabolism
146.0262	C05382	M+2H[2+]	-0.0012	D-Sedoheptulose 7-phosphate; D-altro-Heptulose 7-phosphate	Pentose phosphate pathway
146.0262	C06222	M+2H[2+]	-0.0012	Sedoheptulose 1-phosphate; altro-Heptulose 1-phosphate	Pentose phosphate pathway
146.0414	C14556	M+H+Na[2+]	-0.0013	9-Hydroxybenzo[a]pyrene	Xenobiotics metabolism
146.0414	C14849	M+H+Na[2+]	-0.0013	Benzo[a]pyrene-9,10-oxide; Benzo[a]pyrene-9,10-epoxide	Xenobiotics metabolism
146.0414	C14850	M+H+Na[2+]	-0.0013	Benzo[a]pyrene-7,8-oxide; Benzo[a]pyrene-7,8-epoxide	Xenobiotics metabolism
146.0414	C14851	M+H+Na[2+]	-0.0013	Benzo[a]pyrene-4,5-oxide; Benzo[a]pyrene-4,5-epoxide	Xenobiotics metabolism
146.1645	C00315	M+H[1+]	-0.0007	Spermidine; N-(3-Aminopropyl)-1,4-butane-diamine	Beta-Alanine metabolism$Urea cycle/amino group metabolism$Aspartate and asparagine metabolism
146.1645	CE5586	M+H[1+]	-0.0007	dehydrospermidine	Aspartate and asparagine metabolism
147.0633	C11713	M(Cl37)+H[1+]	0.0013	beta-Naphthol; 2-Naphthol	Xenobiotics metabolism
147.0633	C11714	M(Cl37)+H[1+]	0.0013		Xenobiotics metabolism
147.0633	C14786	M(Cl37)+H[1+]	0.0013	(1R,2S)-Naphthalene 1,2-oxide; (1R,2S)-Naphthalene epoxide	Xenobiotics metabolism
147.0633	C14787	M(Cl37)+H[1+]	0.0013	(1S,2R)-Naphthalene 1,2-oxide; (1S,2R)-Naphthalene epoxide	Xenobiotics metabolism
147.0759	C00064	M+H[1+]	-0.0005	L-Glutamine; L-2-Aminoglutaramic acid	Purine metabolism$Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Arginine and Proline Metabolism$Aspartate and asparagine metabolism$Nitrogen metabolism$Aminosugars metabolism$Glutamate metabolism$Tyrosine metabolism$Alanine and Aspartate Metabolism
147.0759	C00819	M+H[1+]	-0.0005	D-Glutamine; D-2-Aminoglutaramic acid	
147.0759	C05100	M+H[1+]	-0.0005	3-Ureidoisobutyrate	Pyrimidine metabolism
147.0759	C05118	M(C13)+2H[2+]	0.0006	S-(2-Methylbutanoyl)-dihydrolipoamide	Valine, leucine and isoleucine degradation
147.0759	C05119	M(C13)+2H[2+]	0.0006	S-(3-Methylbutanoyl)-dihydrolipoamide	Valine, leucine and isoleucine degradation
148.0035	C00245	M+Na[1+]	-0.0005	Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid	Methionine and cysteine metabolism$Bile acid biosynthesis
148.0746	C00418	M[1+]	0.001	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid	Squalene and cholesterol biosynthesis
148.1158	C00047	M(C13)+H[1+]	-0.0004	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid	Lysine metabolism$Vitamin H (biotin) metabolism$Aspartate and asparagine metabolism$Lipoate metabolism
148.1158	C14765	M+2H[2+]	-0.0012	13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid	Linoleate metabolism
148.1158	CE5526	M+2H[2+]	-0.0012		Linoleate metabolism
148.1158	CE5527	M+2H[2+]	-0.0012		Linoleate metabolism
149.0231	C00026	M(S34)+H[1+]	-0.0015	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	Valine, leucine and isoleucine degradation$Arginine and Proline Metabolism$Alanine and Aspartate Metabolism$Glycine, serine, alanine and threonine metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Vitamin B1 (thiamin) metabolism$TCA cycle$Butanoate metabolism$Phytanic acid peroxisomal oxidation$Methionine and cysteine metabolism$Urea cycle/amino group metabolism$Lysine metabolism$Glutamate metabolism$Tyrosine metabolism$Fatty acid oxidation, peroxisome$Beta-Alanine metabolism$Histidine metabolism
149.0596	C06006	M(S34)+H[1+]	-0.0014	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	Butanoate metabolism
149.0596	C16612	M(C13)+2H[2+]	0.0002	Citalopram aldehyde	Drug metabolism - cytochrome P450
149.0616	C06006	M(Cl37)+H[1+]	-0.0008	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	Butanoate metabolism
149.0616	C06006	M(S34)+H[1+]	0.0006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	Butanoate metabolism
149.1133	C02797	M+H+Na[2+]	0.0002	3-Oxo-5beta-steroid	
149.1133	C02940	M+H+Na[2+]	0.0002	3-Oxo-5alpha-steroid	
149.1133	C03836	M+H+Na[2+]	0.0002	3beta-Hydroxy-delta5-steroid	
150.0368	C05579	M(Cl37)+H[1+]	0.0003	Indole-5,6-quinone	Tyrosine metabolism
150.0576	C00025	M(Cl37)+H[1+]	-0.0001	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	Purine metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Alanine and Aspartate Metabolism$Vitamin B9 (folate) metabolism$Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Nitrogen metabolism$Urea cycle/amino group metabolism$Aminosugars metabolism$Putative anti-Inflammatory metabolites formation from EPA$Arachidonic acid metabolism$Tyrosine metabolism$Beta-Alanine metabolism$Valine, leucine and isoleucine degradation$Arginine and Proline Metabolism$Glutamate metabolism$Histidine metabolism$Butanoate metabolism$Lysine metabolism$Glutathione Metabolism
150.0576	C00025	M(S34)+H[1+]	0.0013	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	Purine metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Alanine and Aspartate Metabolism$Vitamin B9 (folate) metabolism$Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Nitrogen metabolism$Urea cycle/amino group metabolism$Aminosugars metabolism$Putative anti-Inflammatory metabolites formation from EPA$Arachidonic acid metabolism$Tyrosine metabolism$Beta-Alanine metabolism$Valine, leucine and isoleucine degradation$Arginine and Proline Metabolism$Glutamate metabolism$Histidine metabolism$Butanoate metabolism$Lysine metabolism$Glutathione Metabolism
150.0576	C00073	M+H[1+]	-0.0007	L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid	Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Arginine and Proline Metabolism$Urea cycle/amino group metabolism
150.0576	C00217	M(Cl37)+H[1+]	-0.0001	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	
150.0576	C00217	M(S34)+H[1+]	0.0013	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	
150.0576	C00302	M(Cl37)+H[1+]	-0.0001	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate	Methionine and cysteine metabolism$Leukotriene metabolism
150.0576	C00302	M(S34)+H[1+]	0.0013	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate	Methionine and cysteine metabolism$Leukotriene metabolism
150.0576	C05938	M(Cl37)+H[1+]	-0.0001	L-4-Hydroxyglutamate semialdehyde	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
150.0576	C05938	M(S34)+H[1+]	0.0013	L-4-Hydroxyglutamate semialdehyde	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
150.065	C00449	M+H+Na[2+]	0.0007	N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid	Lysine metabolism
150.0849	C00418	M(C13)+H[1+]	0.0006	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid	Squalene and cholesterol biosynthesis
150.5268	C08249	M+H+Na[2+]	-0.0009	Pyrimidine 5'-deoxynucleotide	
151.0151	C04221	M+K[1+]	-0.0001	trans-1,2-Dihydrobenzene-1,2-diol	
151.0151	C16551	M+H+Na[2+]	-0.0009	Alcophosphamide	Drug metabolism - cytochrome P450
151.0753	C00418	M(S34)+H[1+]	-0.0014	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid	Squalene and cholesterol biosynthesis
151.0753	C02646	M+H[1+]	-0.0001	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol	
151.1112	C00777	M+2H[2+]	-0.0005	Retinoate; Retinoic acid; Vitamin A acid; all-trans-Retinoate; Acide retinoique (French) (DSL); Tretinoine (French) (EINECS); 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; beta-Retinoic acid; AGN 100335; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; Ro 1-5488; trans-Retinoic acid; Tretin M; all-trans-Vitamin A1 acid	Vitamin A (retinol) metabolism
151.1112	C02576	M+H[1+]	-0.0006	Perillyl aldehyde; Perillaldehyde	Limonene and pinene degradation
151.1112	C06426	M+H+Na[2+]	0.0006	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid	Fatty acid activation$De novo fatty acid biosynthesis$Linoleate metabolism
151.1112	C06427	M+H+Na[2+]	0.0006	(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate	Fatty acid activation$Omega-3 fatty acid metabolism$De novo fatty acid biosynthesis$Arachidonic acid metabolism$Glycerophospholipid metabolism
